"trace_id","platform_time","Side","Role","Platform rate/-s","Platform asset","Exchange rate/-s","Exchange asset","fee_difference"
"9199316097125938711","2024-03-23 10:08:51.635652","Ask","Maker","-0.050000000000000000","base","-0.05","base","0.000000000000000000"
"9199151995013598639","2024-03-23 09:58:48.842316","Ask","Maker","-0.002000000000000000","base","-0.002","base","0.000000000000000000"
"9198367768346611829","2024-03-23 09:11:07.202792","Ask","Maker","-0.050000000000000000","base","-0.05","base","0.000000000000000000"
"9198367768345100953","2024-03-23 09:11:07.388777","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9198362270786172143","2024-03-23 09:10:47.169716","Ask","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9198361995908770056","2024-03-23 09:10:47.045528","Bid","Maker","-0.010011900000000000","quote","-0.0100119","quote","0.000000000000000000"
"9198087392879435946","2024-03-23 08:54:10.047308","Ask","Maker","-0.050000000000000000","base","-0.05","base","0.000000000000000000"
"9198033791687191075","2024-03-23 08:50:52.857982","Ask","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9198030493152307549","2024-03-23 08:50:52.593292","Bid","Maker","-0.007898850000000000","quote","-0.00789885","quote","0.000000000000000000"
"9197865291533254409","2024-03-23 08:41:03.179052","Ask","Maker","-0.000141800000000000","base","-0.0001418","base","0.000000000000000000"
"9197840277643040423","2024-03-23 08:39:08.440131","Ask","Maker","-0.000045000000000000","base","-0.000045","base","0.000000000000000000"
"9197551930717918858","2024-03-23 08:21:40.878507","Ask","Maker","-0.050000000000000000","base","-0.05","base","0.000000000000000000"
"9197446377600215889","2024-03-23 08:15:15.1921","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9197446102723950911","2024-03-23 08:15:14.200349","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9197408719327339461","2024-03-23 08:12:58.904227","Bid","Maker","-0.008163300000000000","quote","-0.0081633","quote","0.000000000000000000"
"9196526361245916948","2024-03-23 07:19:28.9277","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9196421357884828465","2024-03-23 07:13:06.370499","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9196365282793002956","2024-03-23 07:09:42.663986","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9195756977984624986","2024-03-23 06:32:49.543181","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9195750106039524199","2024-03-23 06:32:24.06427","Bid","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9195727016294843456","2024-03-23 06:31:12.744265","Bid","Maker","-0.007818750000000000","quote","-0.00781875","base","0.000000000000000000"
"9194792431410568277","2024-03-23 05:34:35.179046","Bid","Maker","-0.008049950000000000","quote","-0.00804995","quote","0.000000000000000000"
"9194423270381310222","2024-03-23 05:11:58.011108","Bid","Maker","-0.007719750000000000","quote","-0.00771975","base","0.000000000000000000"
"9192849594364006276","2024-03-23 03:36:32.449768","Ask","Taker","0.000000000000000000","aux","0","aux","0.000000000000000000"
"9192849319486099239","2024-03-23 03:36:31.968205","Bid","Maker","-0.009821940000000000","quote","-0.00982194","base","0.000000000000000000"
"9192618696921283020","2024-03-23 03:22:32.689496","Bid","Maker","-0.009923760000000000","quote","-0.00992376","quote","0.000000000000000000"
"9192568944020640854","2024-03-23 03:19:32.223712","Ask","Maker","-0.032500000000000000","base","-0.0325","base","0.000000000000000000"
"9192566744996412683","2024-03-23 03:19:23.629879","Ask","Maker","-0.031429000000000000","base","-0.031429","base","0.000000000000000000"
"9192566744995957294","2024-03-23 03:19:23.62976","Ask","Maker","-0.011583000000000000","base","-0.011583","base","0.000000000000000000"
"9192557948905557744","2024-03-23 03:18:51.351204","Bid","Maker","-0.007200000000000000","quote","-0.0072","quote","0.000000000000000000"
"9192543105497331575","2024-03-23 03:17:57.848558","Ask","Maker","-0.050000000000000000","base","-0.05","quote","0.000000000000000000"
"9192541731108466076","2024-03-23 03:17:56.024201","Bid","Maker","-0.007853100000000000","quote","-0.0078531","base","0.000000000000000000"
"9192539532084168507","2024-03-23 03:17:46.372951","Ask","Maker","-0.050000000000000000","base","-0.05","base","0.000000000000000000"
